username,score,purple,legendaries,userId
fozik27,29900.00,13000,13,489056123
Ryandwi97,29900.00,13000,13,7306306249
tarodi1989,29900.00,13000,13,770503488
Donatel0r,29900.00,11960,15,7788217298
alllweld,29880.00,12450,14,430402548
531400646,29874.00,11490,16,531400646
vaquagro,29841.00,14210,11,5220307985
snowly1105,29820.00,14910,10,5413293019
MReza_Rahimi,29762.00,12940,13,573403982
8160775316,29700.00,27000,1,8160775316
Michaeldeleon09,29700.00,11000,17,411293916
Behrooz_3131,29592.00,10960,17,457403689
Jrodriguez0911,29565.00,10950,17,1348769857
OrkSub,29400.00,14000,11,1791742939
stso092,29400.00,14000,11,5033112884
Zyroseee,29348.00,12760,13,7103257871
Soln_shka89,29325.00,17250,7,964136356
7078062679,29275.00,11710,15,7078062679
wu_crypto,29238.00,8860,23,1008452020
stanislav56,29164.00,12680,13,94662552
7316050223,29088.00,12120,14,7316050223
payochulo,29068.00,11180,16,2097478387
kareslav,29000.00,29000,0,283373592
dkorshunov,29000.00,29000,0,390135489
pbpaul,28975.00,11590,15,2123078719
evgen13131313,28938.00,13780,11,1103149212
iddeso,28900.00,17000,7,5483439502
itachie30,28884.00,9960,19,5023189699
SerhioShch,28875.00,13750,11,580289719
alexsrbr,28850.00,11540,15,524439621
madamMNG,28836.00,10680,17,1297190626
uHigh666,28819.00,12530,13,5266302197
Tavsanplyus,28800.00,24000,2,1439968999
D_Jabi,28800.00,24000,2,6458935696
alex_pump_it,28800.00,24000,2,7225324908
NeutronIvan,28800.00,18000,6,1526296005
franz1710,28800.00,16000,8,5158194522
VL1861,28800.00,12000,14,1424658044
eraybtc,28800.00,12000,14,381955491
RedreevDV,28800.00,12000,14,491706557
ask7ko,28800.00,12000,14,6501903824
Zegineon,28800.00,12000,14,6911263949
titanic141,28800.00,12000,14,7269655133
thesemenko,28720.00,28720,0,488633056
RomanAtval,28600.00,26000,1,1089457364
cryptocrash15,28600.00,26000,1,1721941977
enzo_gamerz,28600.00,13000,12,1483520242
samus989,28600.00,13000,12,1809406741
yangchigi,28600.00,13000,12,639200267
7096448920,28600.00,13000,12,7096448920
dlsllgs,28600.00,11000,16,1408411748
7620718677,28600.00,11000,16,7620718677
Vovasem09,28550.00,11420,15,773586364
ArtemKopersak,28500.00,19000,5,697582491
prosto_roma33,28500.00,15000,9,5378187218
Amirtexler,28500.00,15000,9,5733431117
anang230599,28500.00,15000,9,6577656916
babyrz5,28500.00,15000,9,7091105258
GOLPESAR66,28458.00,10540,17,7287190548
A11Evans,28420.00,9800,19,1370272021
Vcerta,28405.00,12350,13,6534082996
upstreak24,28284.00,23570,2,755683300
1938514306,28245.00,13450,11,1938514306
6940861615,28120.00,14060,10,6940861615
sskeymoon,28008.00,15560,8,6026195840
oblvko,28000.00,28000,0,225870975
EtozheRosty,28000.00,28000,0,699849317
rdzhh,28000.00,14000,10,1995925096
o_belyakov,28000.00,14000,10,73181930
SwetlanaSharp,28000.00,11200,15,5225789904
Carlo_Mati,28000.00,10000,18,153154885
muZang31,27991.00,12170,13,1827940418
paullorenzz,27930.00,14700,9,7456579638
serpigja,27900.00,11160,15,1103549590
aivantsov,27750.00,11100,15,54371903
alenka_dja,27600.00,23000,2,1245964050
Draven2618,27600.00,23000,2,5729379059
ArtWasp,27600.00,12000,13,176336988
5399864310,27600.00,12000,13,5399864310
Jhular120912,27520.00,13760,10,7024640391
Dmitrii_Dyldin,27508.00,10580,16,1184341156
5718416241,27500.00,25000,1,5718416241
giorgiwanderer,27500.00,25000,1,661541015
Ebrahim1987gh,27500.00,11000,15,117658822
putradamanik,27500.00,11000,15,1881056997
pashathompson,27500.00,11000,15,246892441
Menastir,27456.00,10560,16,5925220108
FotiniaN,27400.00,13700,10,6608361878
Gondurapsina,27396.00,22830,2,350450110
Hftiid,27300.00,21000,3,7137111548
1225410404,27300.00,13000,11,1225410404
AethersTele,27300.00,13000,11,1538931570
Alexey01K,27300.00,13000,11,403444310
slepOI69,27300.00,13000,11,5247691813
NapalmBY,27280.00,13640,10,5642411167
Anne156,27200.00,17000,6,7086375196
OneBlackCat,27200.00,16000,7,1614119553
1809226743,27200.00,16000,7,1809226743
poIlos,27092.00,20840,3,408320257
mrotar,27076.00,19340,4,883112568
TheStarBringer,27000.00,27000,0,479131620
Phoenix_f1re,27000.00,27000,0,890094493
vloneneaz,27000.00,15000,8,416645033
EugenePaparazzy,27000.00,11250,14,459699175
oktopusov,27000.00,10000,17,1998742355
ottocpa,27000.00,10000,17,68268941
tradinghobbiist,27000.00,9000,20,7579513028
Aqueduct1935,26910.00,11700,13,7194979433
Jeff_nart,26892.00,22410,2,7050913884
asparagus738,26884.00,12220,12,8065312044
trisetianni,26790.00,8930,20,6404671920
fox888i,26754.00,12740,11,470465514
6052846853,26740.00,9550,18,6052846853
RomanovSergey2517,26728.00,10280,16,1966518899
phungphu3112,26725.00,10690,15,5390455537
6449739444,26686.00,12130,12,6449739444
i588261236,26600.00,14000,9,588261236
Vodikap,26592.00,16620,6,1944779797
amir_6113,26586.00,12660,11,247264840
Nicatk283,26546.00,10210,16,499707680
First_Grief,26524.00,13960,9,663219068
skichko,26480.00,13240,10,555187333
Natlam85,26400.00,24000,1,5092276545
Liss136,26400.00,24000,1,876593218
Savebat,26400.00,22000,2,1051550488
Greg4x,26400.00,22000,2,505939124
carlmigs,26400.00,22000,2,6438338173
Frozenjok,26400.00,12000,12,396758021
lobster_199,26400.00,12000,12,6689711602
Ivanova_ns83,26400.00,12000,12,671967296
altairer,26400.00,12000,12,7135897419
7539012211,26400.00,12000,12,7539012211
repapitz,26400.00,11000,14,1133086626
Lucasddie,26400.00,11000,14,2091454881
arturkarv,26400.00,11000,14,308586743
behras5070,26384.00,16490,6,292953725
taktaz333,26325.00,9750,17,5980345673
gtyufd44,26298.00,9740,17,6735858934
ZitaandGi,26214.00,15420,7,2133121268
Alzhir33,26160.00,10900,14,6165151180
Ruslanoni,26100.00,9000,19,1959857870
Kristiannati,26082.00,11340,13,1808395237
961079575,26068.00,9310,18,961079575
jhenniefer14,26064.00,10860,14,5493999944
domasniy,26000.00,26000,0,428516174
BestLyubov,26000.00,26000,0,5091197605
Hooks63,26000.00,26000,0,6175911742
Kgogu9,26000.00,20000,3,743348433
konstantin_015,26000.00,13000,10,1015201929
Moor88888,26000.00,13000,10,1598484371
1720724408,26000.00,13000,10,1720724408
dai718,26000.00,13000,10,6559706794
FreeDurovDogs13,26000.00,13000,10,788105589
VladimirTank,25984.00,8960,19,1463757374
Vadimbl401,25968.00,10820,14,948779936
8175556003,25948.00,9980,16,8175556003
Natali_Popovich,25938.00,11790,12,803398108
pwee3,25920.00,10800,14,5158394539
GaXLfj,25872.00,11760,12,7279282166
Diabeles,25844.00,9230,18,7171007807
SKOll008,25800.00,12900,10,1514987914
Makc_frolov,25776.00,14320,8,332645879
shulika_v,25776.00,14320,8,993963086
Chuvaca56,25760.00,12880,10,6674531018
Neufan,25752.00,10730,14,1172015455
Steps1985,25704.00,15120,7,6388286606
951630147,25640.00,12820,10,951630147
1254199134,25600.00,16000,6,1254199134
neti96,25600.00,16000,6,5427142064
j10802,25560.00,12780,10,740267556
Elmer0420,25524.00,14180,8,1999945604
koexto,25500.00,17000,5,432925218
petro20181,25500.00,17000,5,5193544694
joshuawbn11,25500.00,17000,5,5754333551
DrAksenov,25500.00,15000,7,188563952
truskauka,25500.00,15000,7,400327024
CalvinR4c,25500.00,15000,7,5052140593
pitheorema,25494.00,18210,4,218780845
Ne_OIeg,25480.00,12740,10,951776683
Overlordss,25420.00,25420,0,569649470
Tartarfree,25347.00,14910,7,889248680
RussellSwitch,25326.00,12060,11,206112781
Andre2Santos1,25322.00,11510,12,5427337042
Mehak1999,25308.00,13320,9,934733060
Makspetruk,25300.00,23000,1,6611686260
Kdbsjxbshf,25300.00,23000,1,7203677413
NS_GaT,25300.00,11000,13,5449576216
Crazyy_88,25300.00,11000,13,5730458783
Konstantin7102,25300.00,11000,13,769631842
runnerforest,25200.00,21000,2,1706902193
artembagryancev,25200.00,18000,4,349574020
GajiKudanov,25200.00,14000,8,350730581
TOleg67,25200.00,14000,8,460325191
7727668027,25200.00,14000,8,7727668027
maxx2475,25200.00,14000,8,797278609
masashi_0033,25200.00,12000,11,5437420475
Jester_Kain,25200.00,12000,11,6146553281
vadimtokarev777,25200.00,12000,11,641500258
halm03,25200.00,12000,11,64621219
Hiroshi556677,25200.00,12000,11,6522316217
lybinav,25200.00,9000,18,1034886852
JamesBrownA,25200.00,9000,18,152802269
FishburgDen,25200.00,9000,18,855162099
thesashacinema,25200.00,9000,18,983910799
Jumintens,25137.00,11970,11,6699828488
Fecival,25116.00,10920,13,6075009998
martdebah,25110.00,13950,8,488658414
ukigumo2,25110.00,8100,21,5350229583
5150453789,25099.00,13210,9,5150453789
taih0,25093.00,10910,13,1222886927
Lucarative,25061.00,13190,9,170700952
Lunamoonfang1968,25060.00,8950,18,6347154615
TakeMyEnerGy13,25000.00,25000,0,1348477787
D6_BEL,25000.00,10000,15,5405113837
Katagiri75,25000.00,10000,15,5405229544
7175535672,24948.00,8910,18,7175535672
Mhalboro42,24864.00,11840,11,1714170609
uOihxW,24864.00,11840,11,7355416462
7896772258,24830.00,9550,16,7896772258
Kyle290792,24816.00,11280,12,1910050895
MolVManto,24760.00,12380,10,7448282581
igortig,24706.00,11230,12,1041335217
5160038433,24700.00,19000,3,5160038433
Evgeniy8829,24700.00,13000,9,422101943
user824113,24700.00,13000,9,423032876
PerseusZloy,24700.00,13000,9,453251787
Nsky2525,24700.00,13000,9,495357066
Wmkatalizator,24700.00,13000,9,7061961463
Vasilii4ernii,24700.00,13000,9,7421700866
whatyourname1918,24679.00,10730,13,7253454970
AlexanserBAF,24633.00,14490,7,5034751674
8369306902,24624.00,9120,17,8369306902
akensiro,24620.00,12310,10,201795724
VYatsenko_DnDz,24600.00,9840,15,241223320
luckedra,24564.00,20470,2,422542802
1137614656,24548.00,12920,9,1137614656
5140487646,24525.00,9810,15,5140487646
borya12135,24311.00,10570,13,5384183927
Dozzy9,24300.00,9000,17,895366610
GuraGawr_0620,24276.00,11560,11,1626838106
Starydedi,24220.00,8650,18,6126033317
Vladislav_43,24206.00,9310,16,308120399
konstantin197500,24200.00,22000,1,5548904357
kleopatra1986,24200.00,11000,12,1963894317
JuriBarinov,24200.00,11000,12,517475020
Jhoed03,24200.00,11000,12,5559099537
Cool225,24200.00,11000,12,5749436242
Afriantis,24200.00,11000,12,697399566
2100605622,24112.00,10960,12,2100605622
unitO1,24092.00,12680,9,165304028
sent_kits_i_nevis,24035.00,10450,13,264556972
B10ur,24000.00,20000,2,5284706760
8331359642,24000.00,16000,5,8331359642
conan3698,24000.00,15000,6,2025552315
minamaks,24000.00,15000,6,6842634914
Zhoufan033,24000.00,15000,6,7929796455
otca_syn,24000.00,12000,10,328545939
Nishanth_Velu,24000.00,12000,10,939085741
PERUNURUS,24000.00,10000,14,1684056199
StXavier00,24000.00,8000,20,5485546235
pseehoon,23980.00,10900,12,5434823436
hmo0504,23976.00,8880,17,1493489643
Pale1854,23961.00,11410,11,6640474177
godfatherdark4,23954.00,8260,19,5395380882
7855003017,23896.00,8240,19,7855003017
m0322m,23800.00,17000,4,2060511894
Alexandr_103,23800.00,17000,4,810595054
evmoscvov,23800.00,14000,7,1058293209
FoX0147852FoX,23800.00,14000,7,1794197937
FennecusFL,23800.00,14000,7,816970547
mitsoo55556,23706.00,8780,17,6021139994
Seroga_7777,23681.00,13930,7,5938542315
Sardon27,23620.00,11810,10,5587330012
7358282367,23583.00,11230,11,7358282367
Mukolajchic,23540.00,10700,12,1680421632
Mehdi5747,23436.00,11160,11,5070315386
figgisch,23400.00,13000,8,1112268173
AKotsyuba,23400.00,13000,8,431640543
markantonina,23400.00,13000,8,5108177437
shhsf1,23400.00,13000,8,808510836
Sizyakin83,23400.00,13000,8,926957619
Greatgali,23400.00,9360,15,428949702
Romario_Goldinni,23400.00,9000,16,1296513970
cryphan,23400.00,9000,16,7828892530
Bimerman,23200.00,14500,6,200651248
GreyY_76,23200.00,8000,19,1115626914
artyom_spitsyn,23200.00,8000,19,397116425
HahnyongC,23200.00,8000,19,5042200125
kirill_korolevich,23184.00,11040,11,330359095
ziosta,23138.00,10060,13,1327155536
EngineeringOfficeABA1,23125.00,9250,15,642747013
Godamn9,23100.00,21000,1,6781456497
ofilipesoares,23078.00,10490,12,822174593
selamet45,23020.00,11510,10,1147339940
Ixyxtocyhxo,23000.00,23000,0,1328868526
SemenIvanovic,23000.00,23000,0,6455811944
TheKraaB,23000.00,10000,13,1187670009
Kristi_summer,23000.00,10000,13,1466020089
yurikomar,22980.00,11490,10,724052029
6822782495,22858.00,10390,12,6822782495
NataEvOl,22848.00,9520,14,5051817989
whathishit9,22800.00,19000,2,6867024203
isit_9,22800.00,19000,2,7715663907
8061640802,22800.00,19000,2,8061640802
UnstatedInstitut,22800.00,12000,9,1073022935
itscatdog,22800.00,12000,9,2050268148
SerhiiMarkus,22800.00,12000,9,563704239
Awmak49,22800.00,12000,9,6094013783
Johnedrian029,22800.00,12000,9,7163248477
unityvv,22743.00,11970,9,1059717175
AlegBruh,22724.00,9880,13,878087332
nickkoss,22700.00,11350,10,555260584
7108194839,22682.00,20620,1,7108194839
Mdanis281,22661.00,13330,7,6107648506
AngelOFF23,22661.00,7310,21,1407670079
sohepokinawa,22649.00,7810,19,1829925343
igorkushch1982,22560.00,11280,10,5462785736
AlexanderRu77,22500.00,15000,5,1490855076
robertbryannn,22500.00,15000,5,5025670590
TimewarriorR,22500.00,15000,5,5029594370
ArtVost,22500.00,15000,5,662381209
kirrillius,22500.00,9000,15,174732638
menghun,22500.00,9000,15,272484871
SerhiiLDavydiuk,22500.00,9000,15,474596683
kripto_golovorez,22500.00,9000,15,5920358634
akilexy06,22500.00,9000,15,7029750065
why_why_w,22496.00,14060,6,5544198824
HaudiJo,22488.00,18740,2,6909206086
AllenFr59G,22400.00,16000,4,5065482539
SabrinaAset,22400.00,16000,4,5068836806
jaybeeh1,22400.00,14000,6,5754711419
Marvz79,22400.00,8000,18,1164670370
Gojo15,22400.00,8000,18,290338368
AliAkbar_kh8,22400.00,8000,18,5824891798
Leonid1986s,22400.00,8000,18,6052897730
Kiss_gin,22400.00,8000,18,6702904483
7010337895,22400.00,8000,18,7010337895
Jafaripix,22360.00,11180,10,122686053
1013470560,22344.00,10640,11,1013470560
laublandero,22334.00,8590,16,1921254938
marina2726,22320.00,11160,10,820573585
Xemgogo_SUI,22260.00,11130,10,1187982108
6620585972,22230.00,12350,8,6620585972
FinnoCr,22200.00,11100,10,360281767
ErwinJP,22200.00,11100,10,6964948132
ITShymkent,22194.00,8220,17,303956438
DaemonKing97,22112.00,6910,22,1337890921
FIA_L_K_A,22100.00,17000,3,1459812830
Von_Alex,22100.00,17000,3,318081928
1818373420,22100.00,13000,7,1818373420
ramaseven,22100.00,13000,7,537710146
Hanskim007,22100.00,13000,7,560094401
Bokolot,22100.00,13000,7,6886320436
PetyaBorec,22080.00,11040,10,340932806
Margo_88,22016.00,13760,6,294090781
andreysergeevich2,22008.00,10480,11,353060668
TuckerNot,22000.00,20000,1,6337011469
6607187866,22000.00,20000,1,6607187866
kayostars,22000.00,20000,1,7035312577
ninoyoo,22000.00,11000,10,1760095952
Cthors,22000.00,11000,10,2075130615
uaeshah,22000.00,11000,10,222823662
akchurinanvar,22000.00,11000,10,422428676
HennaMarie23,22000.00,11000,10,7074367011
xxVanilliNxx,22000.00,11000,10,729818889
alex_key_1,22000.00,10000,12,609015434
user370232,22000.00,10000,12,7286184225
7305417793,22000.00,10000,12,7305417793
XOXOVasya,22000.00,10000,12,7654813392
ModZen,21960.00,12200,8,5033883225
ratsyshi,21956.00,9980,12,914259529
6464810665,21924.00,7560,19,6464810665
Regsbologo,21900.00,8760,15,6737755088
7935630360,21880.00,10940,10,7935630360
Cikahariakbar,21800.00,10900,10,966314289
AlexLu1973,21777.00,10370,11,1867042565
Psych0_DeLika,21720.00,18100,2,396601777
Hoaxer1,21672.00,7740,18,8368721094
1944489960,21632.00,8320,16,1944489960
AndrAndrews,21600.00,12000,8,1120553025
Russian_sf,21600.00,12000,8,213290323
7348799354,21600.00,12000,8,7348799354
Zelviro,21600.00,9000,14,5022620780
Viktor11187,21600.00,9000,14,5179645662
MarceloHellmann,21600.00,9000,14,5914443373
6133719271,21600.00,9000,14,6133719271
7583548667,21600.00,9000,14,7583548667
Disccon,21600.00,8000,17,1050314005
6832820544,21600.00,8000,17,6832820544
Maziyah_zain,21600.00,8000,17,7123870162
lonepassengerr,21546.00,7980,17,570874123
qwerty1234544,21460.00,10730,10,158322542
vea665,21450.00,8250,16,5183190740
xandemerigio,21350.00,8540,15,824167387
DrArian3,21325.00,8530,15,93426494
MarinoBasaka,21285.00,6450,23,6153622745
betran_ne,21275.00,8510,15,7116792598
5859316699,21264.00,8860,14,5859316699
Valdomero14,21264.00,8860,14,6429699876
ojong123,21223.00,11170,9,6961119457
7564877245,21216.00,13260,6,7564877245
Jikakajsj,21180.00,10590,10,5591505667
kodji67,21147.00,11130,9,6712072748
Vaibhavkhade,21126.00,10060,11,556203641
Oppyas,21114.00,7820,17,6805016314
EkosAres,21068.00,9160,13,6105697452
Jenz1513,21040.00,10520,10,7308892270
1599789115,21033.00,11070,9,1599789115
Aethereus_w,21000.00,21000,0,353043541
annam131,21000.00,14000,5,2095450814
xet1971,21000.00,10000,11,364213041
BohdanTre_id,21000.00,10000,11,5031213815
Taniortv,21000.00,10000,11,6569525116
6853128075,21000.00,10000,11,6853128075
KhoiQuyenDu386690,21000.00,10000,11,7987750861
venum_xxx,21000.00,10000,11,800125301
MrMeliafaro,20982.00,16140,3,244954118
segisworld_wide,20980.00,10490,10,5861409190
dipalisinghh,20900.00,19000,1,6815887681
dahlia_ds,20900.00,19000,1,7360096213
sofi_sanj,20900.00,11000,9,1173730977
Mc_JPP,20900.00,11000,9,285990583
8405685255,20900.00,11000,9,8405685255
1998683121,20876.00,12280,7,1998683121
igorrrrrrrrrrrrrrrrrrrr,20823.00,18930,1,1717982301
ivanke9000,20812.00,18920,1,7100693230
415873871,20800.00,16000,3,415873871
fffelixXxX,20800.00,16000,3,5002953179
DavidHa1s,20800.00,16000,3,5048377815
makarenko_sd,20800.00,13000,6,129301243
Eric050419,20800.00,13000,6,7428339111
1411015285,20800.00,8000,16,1411015285
machisann,20800.00,8000,16,1875667875
vauleomeo,20800.00,8000,16,464459954
5161817345,20800.00,8000,16,5161817345
senatopbc,20800.00,8000,16,6729228536
pmaria78,20791.00,12230,7,859812998
Burzum6363,20725.00,8290,15,899676012
Artem15032002,20718.00,11510,8,672401465
Ljubovv,20700.00,11500,8,429476104
1319712056,20700.00,9000,13,1319712056
directorzavoda777,20700.00,9000,13,2029635904
kmtstone93,20700.00,9000,13,5565010232
cryptomaryia,20700.00,9000,13,6377798642
Shinlex1910,20700.00,9000,13,6443581805
ntgiangag,20700.00,9000,13,7122546195
Maaryu04,20615.00,10850,9,7151223684
Sumerelf,20601.00,9810,11,841950091
hellish_ran,20580.00,9800,11,850672784
gridz21,20539.00,8930,13,385105124
andrewrpgua,20520.00,10800,9,656198348
mikefern1223,20474.00,7060,19,1769120043
maximum24rus,20400.00,17000,2,987360028
1919268940,20400.00,12000,7,1919268940
aka_Strix,20400.00,12000,7,334243254
pikipiooo,20400.00,12000,7,6756230231
Olgaprivet45,20400.00,12000,7,7287135170
tupham1097,20400.00,12000,7,7999912653
i_love_123_49,20400.00,10200,10,7325005864
Aranomidi,20400.00,6000,24,107667493
kassyan27,20394.00,11330,8,817981577
7600980733,20350.00,9250,12,7600980733
Ujenya2,20340.00,10170,10,5918112431
NikaFirs,20300.00,7000,19,1729444291
Delii194,20300.00,7000,19,5524820559
sevbrab,20286.00,8820,13,419588595
Mikaya300,20070.00,11150,8,122254684
HannaPMUKyiv,20000.00,10000,10,1987358551
6963803630,20000.00,10000,10,6963803630
Cvic0003,20000.00,10000,10,996442508
nik_test,20000.00,8000,15,647716001
Nitz73,20000.00,8000,15,6629466798
MAKCIMAL4IK,20000.00,8000,15,6712874601
7385115919,20000.00,8000,15,7385115919
Jurgazh,20000.00,8000,15,7507701662
Yoay0,20000.00,8000,15,8190452026
Josky22,20000.00,4000,40,6894993039
vea216,19975.00,7990,15,1281093452
1791136329,19969.00,10510,9,1791136329
768253122,19880.00,14200,4,768253122
HasimotoWhy,19820.00,19820,0,7926694163
Zfl1990,19808.00,12380,6,6472276117
fantomace,19800.00,11000,8,108465016
Youngboar44,19800.00,11000,8,523887918
Mpak_A,19800.00,11000,8,549419768
folken111,19800.00,11000,8,5560585511
Kaplotnikova,19800.00,9000,12,316101501
Vitas73,19800.00,9000,12,426070051
Brizlady,19800.00,9000,12,502114950
whenyouplaythisgame,19800.00,9000,12,6318499665
gserran99,19800.00,9000,12,6337927253
6630773332,19800.00,9000,12,6630773332
Oceamira,19800.00,9000,12,974555404
alexandrudima915,19741.00,10390,9,5852775795
1925548739,19703.00,10370,9,1925548739
6610189093,19656.00,8190,14,6610189093
Dile_mmafixer,19633.00,6770,19,6055604870
maurinesoriano,19600.00,14000,4,1943885013
Dmitriy8778,19600.00,14000,4,465444742
rizkageni,19600.00,14000,4,701646775
namhai599,19600.00,14000,4,7304808203
Andvanguard,19551.00,9310,11,6735835856
huyuthienhuyn1954,19551.00,9310,11,7675681290
vl782,19500.00,15000,3,2133492129
Kingjoab,19500.00,15000,3,2135000748
KelleyN3esR,19500.00,15000,3,5024493568
LucasTa5ff,19500.00,15000,3,5027250941
RobertTeras,19500.00,15000,3,5041180360
MorganG9ety,19500.00,15000,3,5041900572
BettyMoTu,19500.00,15000,3,5054703398
RobertM8e2,19500.00,15000,3,5058353398
7391093771,19500.00,15000,3,7391093771
unit4440,19500.00,15000,3,7514395360
thismyacc160016,19475.00,10250,9,7374489076
8166190177,19425.00,9250,11,8166190177
AnneteWhite,19382.00,8810,12,5211213655
5227001926,19370.00,14900,3,5227001926
Salim1984,19360.00,8800,12,1886492353
SEWN8,19343.00,8410,13,494529486
ReevesEthelbert,19200.00,16000,2,5058657252
ggeadgrace,19200.00,16000,2,5067890763
luccofraga,19200.00,12000,6,1199938785
5893367376,19200.00,12000,6,5893367376
heru0910,19200.00,12000,6,6899679075
godlike1105,19200.00,12000,6,6993360661
862254166,19200.00,12000,6,862254166
deniiison,19200.00,8000,14,193181247
5205400470,19200.00,8000,14,5205400470
skrypchenkoo,19200.00,8000,14,5484429383
samirov1978,19200.00,8000,14,6324730842
7874291755,19200.00,8000,14,7874291755
kolyazai,19200.00,8000,14,8407071103
viktor_stor,19200.00,7680,15,1302240955
Ala_Igor_Kuzmin,19084.00,7340,16,514726175
PUNCH_WEB3,19056.00,7940,14,660923024
Jl0000011,19047.00,9070,11,677442665
ks_ss_senia,19000.00,19000,0,494224695
Barsobyk,19000.00,10000,9,1679167823
elena_dosaeva,19000.00,10000,9,397932542
AlekseiTimoschuk,19000.00,10000,9,884534574
6499909476,18981.00,9990,9,6499909476
bobrobro,18900.00,15750,2,5421006218
rabin0hood0irani,18900.00,9000,11,201137437
nonicknm,18900.00,9000,11,308631768
Garsun,18900.00,9000,11,533282273
5540970666,18900.00,9000,11,5540970666
no1chair,18900.00,9000,11,6688667304
misterxdark,18900.00,9000,11,7083525432
yur_mor235,18900.00,7000,17,1947314625
CreepyRabbit,18900.00,7000,17,6424197588
YuriiMatiukhin,18900.00,7000,17,712103443
rafaell_k,18888.00,7870,14,5494629209
cryptobikerok,18883.00,8210,13,416872219
KINGyohann01,18848.00,9920,9,5017865917
qura006,18780.00,9390,10,852006868
nearxo,18704.00,11690,6,911040532
victor7f,18702.00,10390,8,428337568
SantoryuU3,18700.00,17000,1,1162798851
Gofard,18700.00,17000,1,239905608
natnat_a,18700.00,17000,1,383333412
Tolik2015,18700.00,17000,1,7430692417
warfalamay,18700.00,17000,1,835538135
Zaytsev0601,18700.00,11000,7,1211189603
Trotali,18700.00,11000,7,465547063
NoL1k_UA,18640.00,9320,10,491668427
5471295150,18627.00,8870,11,5471295150
Dodong92,18615.00,10950,7,8456949558
belingon,18598.00,10940,7,875316409
Umoralesc,18495.00,12330,5,1025219719
LZagrus,18460.00,9230,10,996061475
zackwunglin,18458.00,8390,12,5445522767
erelena1,18458.00,8390,12,824013985
Slawientij,18432.00,10240,8,546310192
galoshtime,18414.00,16740,1,838300424
dominoshka_1980,18400.00,8000,13,1201853658
Dmytro04111989,18400.00,8000,13,321465702
rabbitgomad,18400.00,8000,13,337331060
HashemsAtelier,18400.00,8000,13,5416905200
6788383644,18400.00,8000,13,6788383644
8016356398,18400.00,8000,13,8016356398
AnyaNaNaN,18384.00,7660,14,439528836
Wi_Pra,18375.00,7350,15,5048587665
6324225641,18352.00,11470,6,6324225641
wolaann,18300.00,3000,51,8340077559
Fktrc88,18249.00,8690,11,1379976565
Ldfl04,18240.00,9600,9,1023424675
Chepkasov_A,18240.00,9600,9,785308733
lastseen2C24,18240.00,9120,10,5941858245
Dohtorya,18216.00,10120,8,994215538
TonNotcoins,18207.00,8670,11,767740882
bewithsun,18200.00,14000,3,522540014
d1arab,18200.00,13000,4,374646391
Crcrcrrrc,18200.00,13000,4,398165836
7590447502,18200.00,9100,10,7590447502
mikaamr,18200.00,7000,16,1213187742
Kryakyu,18200.00,7000,16,530795743
1127590764,18088.00,9520,9,1127590764
776605319,18037.00,10610,7,776605319
1971445964,18000.00,15000,2,1971445964
CZuocI,18000.00,15000,2,2106110535
pookerslootadmin,18000.00,15000,2,5049391348
JohnFlyd,18000.00,15000,2,5055947849
RonaldN76f,18000.00,15000,2,5057714530
BrianaS2441,18000.00,15000,2,5073657217
moneymaster2,18000.00,15000,2,512502011
miguelaamigo,18000.00,15000,2,953057469
SS095,18000.00,12000,5,456200245
telegaolegas,18000.00,12000,5,5284785220
wooya_k,18000.00,10000,8,1698490343
The_SaiLoR_The,18000.00,10000,8,1751040287
AliceFoxy,18000.00,10000,8,243105507
Majidblue666,18000.00,10000,8,5723948857
shankzzz09,18000.00,10000,8,6598702510
Heung23,18000.00,10000,8,993175190
Cristian_77,18000.00,9000,10,410470074
Rizfaiz,18000.00,9000,10,6046432330
NaitorD,18000.00,9000,10,6928197715
crypto_protector619,18000.00,9000,10,6938521107
7979674432,18000.00,9000,10,7979674432
TermikUA,18000.00,6000,20,147409563
7993982402,17940.00,11960,5,7993982402
VanThiKimVy10071994,17940.00,8970,10,7083168674
Jhep0y,17848.00,7760,13,7066792836
Exceptionallycute,17820.00,8910,10,704831568
6564275660,17810.00,13700,3,6564275660
Beregovoy9187,17740.00,8870,10,1325797334
kv0kqhe,17700.00,11800,5,344367093
Mapogo01,17696.00,6320,18,2122719721
SwfAmateur,17632.00,11020,6,1971353612
fingerlinggg,17632.00,9280,9,550536391
bartyslimes,17600.00,16000,1,1991316232
William43819532,17600.00,16000,1,5028926810
MarkLuc2e,17600.00,16000,1,5038122058
JacobHa09s,17600.00,16000,1,5039770492
OliverH83a,17600.00,16000,1,5072689618
AdaPatt1i,17600.00,16000,1,5076101862
GeraldS856,17600.00,16000,1,5092100277
Dnl_zng,17600.00,11000,6,1805209761
BomPaniss,17600.00,11000,6,8292308879
inathzky,17600.00,11000,6,866110424
thanhson131,17600.00,8000,12,1635769329
Bokkkkkkkkkkkkik,17600.00,8000,12,5256314960
OutlanderMotors,17600.00,8000,12,5601213159
bitchcoins_be,17595.00,11730,5,7317884253
Jusalamucha,17561.00,10330,7,5387560195
CarolusMagnus0057,17560.00,8780,10,6647260460
YaPankMnePohyi,17544.00,10320,7,543459669
lych666,17500.00,7000,15,363246433
Salamacha7389,17500.00,7000,15,5062335520
docZo5,17500.00,7000,15,5073673407
